Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator,
02/09/2021 15:00,02/09/2021,LNG Stock Level,6490.2979,02/09/2021 15:56,,
01/09/2021 15:00,01/09/2021,LNG Stock Level,6614.6508,01/09/2021 15:56,,
31/08/2021 15:00,31/08/2021,LNG Stock Level,6739.39,31/08/2021 15:56,,
30/08/2021 15:00,30/08/2021,LNG Stock Level,6863.8108,30/08/2021 15:56,,
29/08/2021 15:00,29/08/2021,LNG Stock Level,6981.9764,29/08/2021 15:56,,
28/08/2021 15:00,28/08/2021,LNG Stock Level,7100.3742,28/08/2021 15:56,,
27/08/2021 15:00,27/08/2021,LNG Stock Level,7155.3717,27/08/2021 15:56,,
26/08/2021 15:00,26/08/2021,LNG Stock Level,7245.4645,26/08/2021 15:56,,
25/08/2021 15:00,25/08/2021,LNG Stock Level,7334.6282,25/08/2021 15:56,,
24/08/2021 15:00,24/08/2021,LNG Stock Level,7423.2608,24/08/2021 15:56,,
23/08/2021 15:00,23/08/2021,LNG Stock Level,7787.0787,23/08/2021 15:56,,
22/08/2021 15:00,22/08/2021,LNG Stock Level,7439.496,22/08/2021 15:56,,
21/08/2021 15:00,21/08/2021,LNG Stock Level,7591.2948,21/08/2021 15:56,,
20/08/2021 15:00,20/08/2021,LNG Stock Level,7720.5084,20/08/2021 15:56,,
19/08/2021 15:00,19/08/2021,LNG Stock Level,7786.5592,19/08/2021 15:56,,
18/08/2021 15:00,18/08/2021,LNG Stock Level,7912.9315,18/08/2021 15:56,,
17/08/2021 15:00,17/08/2021,LNG Stock Level,8048.5935,17/08/2021 15:56,,
16/08/2021 15:00,16/08/2021,LNG Stock Level,8136.2738,16/08/2021 15:56,,
15/08/2021 15:00,15/08/2021,LNG Stock Level,8058.7867,15/08/2021 15:56,,
14/08/2021 15:00,14/08/2021,LNG Stock Level,6960.7091,14/08/2021 15:56,,
13/08/2021 15:00,13/08/2021,LNG Stock Level,7067.0457,13/08/2021 15:56,,
12/08/2021 15:00,12/08/2021,LNG Stock Level,7157.4681,12/08/2021 15:56,,
11/08/2021 15:00,11/08/2021,LNG Stock Level,7253.5321,11/08/2021 15:56,,
10/08/2021 15:00,10/08/2021,LNG Stock Level,7346.8169,10/08/2021 15:56,,
09/08/2021 15:00,09/08/2021,LNG Stock Level,7433.9313,09/08/2021 15:56,,
08/08/2021 15:00,08/08/2021,LNG Stock Level,7520.974,08/08/2021 15:56,,
07/08/2021 15:00,07/08/2021,LNG Stock Level,7610.4547,07/08/2021 15:56,,
06/08/2021 15:00,06/08/2021,LNG Stock Level,7699.0092,06/08/2021 15:56,,
05/08/2021 15:00,05/08/2021,LNG Stock Level,7791.262,05/08/2021 15:56,,
04/08/2021 15:00,04/08/2021,LNG Stock Level,7878.9355,04/08/2021 15:56,,
03/08/2021 15:00,03/08/2021,LNG Stock Level,7968.3178,03/08/2021 15:56,,
02/08/2021 15:00,02/08/2021,LNG Stock Level,8058.3103,02/08/2021 15:56,,
01/08/2021 15:00,01/08/2021,LNG Stock Level,8146.672,01/08/2021 15:56,,
31/07/2021 15:00,31/07/2021,LNG Stock Level,8234.0122,31/07/2021 15:56,,
30/07/2021 15:00,30/07/2021,LNG Stock Level,8323.1588,30/07/2021 15:56,,
29/07/2021 15:00,29/07/2021,LNG Stock Level,8411.2147,29/07/2021 15:56,,
28/07/2021 15:00,28/07/2021,LNG Stock Level,8501.6427,28/07/2021 15:56,,
27/07/2021 15:00,27/07/2021,LNG Stock Level,8592.4457,27/07/2021 15:56,,
26/07/2021 15:00,26/07/2021,LNG Stock Level,8687.6155,26/07/2021 15:56,,
25/07/2021 15:00,25/07/2021,LNG Stock Level,8791.8473,25/07/2021 15:56,,
24/07/2021 15:00,24/07/2021,LNG Stock Level,8886.0789,24/07/2021 15:56,,
23/07/2021 15:00,23/07/2021,LNG Stock Level,9007.5075,23/07/2021 15:56,,
22/07/2021 15:00,22/07/2021,LNG Stock Level,9033.4085,22/07/2021 15:56,,
21/07/2021 15:00,21/07/2021,LNG Stock Level,8913.1378,21/07/2021 15:56,,
20/07/2021 15:00,20/07/2021,LNG Stock Level,9230.7562,20/07/2021 15:56,,
19/07/2021 15:00,19/07/2021,LNG Stock Level,8029.4992,19/07/2021 15:56,,
18/07/2021 15:00,18/07/2021,LNG Stock Level,7704.3563,18/07/2021 15:56,,
17/07/2021 15:00,17/07/2021,LNG Stock Level,7812.7532,17/07/2021 15:56,,
16/07/2021 15:00,16/07/2021,LNG Stock Level,7918.2418,16/07/2021 15:56,,
15/07/2021 15:00,15/07/2021,LNG Stock Level,8010.8237,15/07/2021 15:56,,
14/07/2021 15:00,14/07/2021,LNG Stock Level,8100.5112,14/07/2021 15:56,,
13/07/2021 15:00,13/07/2021,LNG Stock Level,8170.0576,13/07/2021 15:56,,
12/07/2021 15:00,12/07/2021,LNG Stock Level,8259.9723,12/07/2021 15:56,,
11/07/2021 15:00,11/07/2021,LNG Stock Level,8349.894,11/07/2021 15:56,,
10/07/2021 15:00,10/07/2021,LNG Stock Level,6898.4284,10/07/2021 15:56,,
10/07/2021 15:00,09/07/2021,LNG Stock Level,8560.3716,10/07/2021 15:56,,
08/07/2021 15:00,08/07/2021,LNG Stock Level,8618.7822,08/07/2021 15:56,,
07/07/2021 15:00,07/07/2021,LNG Stock Level,8706.7852,07/07/2021 15:56,,
06/07/2021 15:00,06/07/2021,LNG Stock Level,8801.2946,06/07/2021 15:56,,
05/07/2021 15:00,05/07/2021,LNG Stock Level,8896.101,05/07/2021 15:56,,
04/07/2021 15:00,04/07/2021,LNG Stock Level,8985.102,04/07/2021 15:56,,
03/07/2021 15:00,03/07/2021,LNG Stock Level,9071.1342,03/07/2021 15:56,,
02/07/2021 15:00,02/07/2021,LNG Stock Level,9120.406,02/07/2021 15:56,,
01/07/2021 15:00,01/07/2021,LNG Stock Level,9234.8541,01/07/2021 15:56,,
30/06/2021 15:00,30/06/2021,LNG Stock Level,9536.6038,30/06/2021 15:56,,
29/06/2021 15:00,29/06/2021,LNG Stock Level,9846.7064,29/06/2021 15:56,,
28/06/2021 15:00,28/06/2021,LNG Stock Level,10146.9965,28/06/2021 15:56,,
27/06/2021 15:00,27/06/2021,LNG Stock Level,10451.3263,27/06/2021 15:56,,
26/06/2021 15:00,26/06/2021,LNG Stock Level,9036.0095,26/06/2021 15:56,,
25/06/2021 15:00,25/06/2021,LNG Stock Level,9316.0405,25/06/2021 15:56,,
24/06/2021 15:00,24/06/2021,LNG Stock Level,9661.4748,24/06/2021 15:56,,
23/06/2021 15:00,23/06/2021,LNG Stock Level,10034.0953,23/06/2021 15:56,,
22/06/2021 15:00,22/06/2021,LNG Stock Level,10410.1044,22/06/2021 15:56,,
21/06/2021 15:00,21/06/2021,LNG Stock Level,10537.7039,21/06/2021 15:56,,
20/06/2021 15:00,20/06/2021,LNG Stock Level,9780.5041,20/06/2021 15:56,,
19/06/2021 15:00,19/06/2021,LNG Stock Level,10161.7098,19/06/2021 15:56,,
18/06/2021 15:00,18/06/2021,LNG Stock Level,10660.7019,18/06/2021 15:56,,
17/06/2021 15:00,17/06/2021,LNG Stock Level,9410.8444,17/06/2021 15:56,,
16/06/2021 15:00,16/06/2021,LNG Stock Level,8575.41,16/06/2021 15:56,,
15/06/2021 15:00,15/06/2021,LNG Stock Level,8886.8982,15/06/2021 15:56,,
14/06/2021 15:00,14/06/2021,LNG Stock Level,9274.5371,14/06/2021 15:56,,
13/06/2021 15:00,13/06/2021,LNG Stock Level,9581.0386,13/06/2021 15:56,,
12/06/2021 15:00,12/06/2021,LNG Stock Level,9887.705,12/06/2021 15:56,,
11/06/2021 15:00,11/06/2021,LNG Stock Level,10193.27,11/06/2021 15:56,,
10/06/2021 15:00,10/06/2021,LNG Stock Level,9561.0281,10/06/2021 15:56,,
09/06/2021 15:00,09/06/2021,LNG Stock Level,9490.6626,09/06/2021 15:56,,
08/06/2021 15:00,08/06/2021,LNG Stock Level,7823.465,08/06/2021 15:56,,
07/06/2021 15:00,07/06/2021,LNG Stock Level,8336.8798,07/06/2021 15:56,,
06/06/2021 15:00,06/06/2021,LNG Stock Level,8014.4892,06/06/2021 15:56,,
05/06/2021 15:00,05/06/2021,LNG Stock Level,8338.7402,05/06/2021 15:56,,
04/06/2021 15:00,04/06/2021,LNG Stock Level,8908.0306,04/06/2021 15:56,,
03/06/2021 15:00,03/06/2021,LNG Stock Level,9546.8362,03/06/2021 15:56,,
02/06/2021 15:00,02/06/2021,LNG Stock Level,8496.8614,02/06/2021 15:56,,
01/06/2021 15:00,01/06/2021,LNG Stock Level,7980.5572,01/06/2021 15:56,,
31/05/2021 15:00,31/05/2021,LNG Stock Level,7538.7989,31/05/2021 15:56,,
30/05/2021 15:00,30/05/2021,LNG Stock Level,6378.2031,30/05/2021 15:56,,
29/05/2021 15:00,29/05/2021,LNG Stock Level,5786.7353,29/05/2021 15:56,,
28/05/2021 15:00,28/05/2021,LNG Stock Level,6802.5705,28/05/2021 15:56,,
27/05/2021 15:00,27/05/2021,LNG Stock Level,5937.5526,27/05/2021 15:56,,
26/05/2021 15:00,26/05/2021,LNG Stock Level,5987.8965,26/05/2021 15:56,,
25/05/2021 15:00,25/05/2021,LNG Stock Level,6191.8386,25/05/2021 15:56,,
24/05/2021 15:00,24/05/2021,LNG Stock Level,6809.1212,24/05/2021 15:56,,
23/05/2021 15:00,23/05/2021,LNG Stock Level,7239.3544,23/05/2021 15:56,,
22/05/2021 15:00,22/05/2021,LNG Stock Level,7023.627,22/05/2021 15:56,,
21/05/2021 15:00,21/05/2021,LNG Stock Level,7480.9833,21/05/2021 15:56,,
20/05/2021 15:00,20/05/2021,LNG Stock Level,7972.2281,20/05/2021 15:56,,
19/05/2021 15:00,19/05/2021,LNG Stock Level,8549.8207,19/05/2021 15:56,,
18/05/2021 15:00,18/05/2021,LNG Stock Level,8174.557,18/05/2021 15:56,,
17/05/2021 15:00,17/05/2021,LNG Stock Level,7716.1769,17/05/2021 15:56,,
16/05/2021 15:00,16/05/2021,LNG Stock Level,8165.3324,16/05/2021 15:56,,
15/05/2021 15:00,15/05/2021,LNG Stock Level,8601.5122,15/05/2021 15:56,,
14/05/2021 15:00,14/05/2021,LNG Stock Level,7652.1986,14/05/2021 15:56,,
13/05/2021 15:00,13/05/2021,LNG Stock Level,8042.1225,13/05/2021 15:56,,
12/05/2021 15:00,12/05/2021,LNG Stock Level,7629.8228,12/05/2021 15:56,,
11/05/2021 15:00,11/05/2021,LNG Stock Level,7844.3646,11/05/2021 15:56,,
10/05/2021 15:00,10/05/2021,LNG Stock Level,5725.4679,10/05/2021 15:56,,
09/05/2021 15:00,09/05/2021,LNG Stock Level,5729.0117,09/05/2021 15:56,,
08/05/2021 15:00,08/05/2021,LNG Stock Level,5115.8455,08/05/2021 15:56,,
07/05/2021 15:00,07/05/2021,LNG Stock Level,5593.9081,07/05/2021 15:56,,
06/05/2021 15:00,06/05/2021,LNG Stock Level,6074.5122,06/05/2021 15:56,,
05/05/2021 15:00,05/05/2021,LNG Stock Level,5344.4245,05/05/2021 15:56,,
04/05/2021 15:00,04/05/2021,LNG Stock Level,5228.9746,04/05/2021 15:56,,
03/05/2021 15:00,03/05/2021,LNG Stock Level,5741.9539,03/05/2021 15:56,,
02/05/2021 15:00,02/05/2021,LNG Stock Level,6324.0097,02/05/2021 15:56,,
01/05/2021 15:00,01/05/2021,LNG Stock Level,5200.9523,01/05/2021 15:56,,
30/04/2021 15:00,30/04/2021,LNG Stock Level,6396.2819,30/04/2021 15:56,,
29/04/2021 15:00,29/04/2021,LNG Stock Level,7021.9752,29/04/2021 15:56,,
28/04/2021 15:00,28/04/2021,LNG Stock Level,6733.8058,28/04/2021 15:56,,
27/04/2021 15:00,27/04/2021,LNG Stock Level,7533.2124,27/04/2021 15:56,,
26/04/2021 15:00,26/04/2021,LNG Stock Level,8348.1682,26/04/2021 15:56,,
25/04/2021 15:00,25/04/2021,LNG Stock Level,9038.2372,25/04/2021 15:56,,
24/04/2021 15:00,24/04/2021,LNG Stock Level,7572.5049,24/04/2021 15:56,,
23/04/2021 15:00,23/04/2021,LNG Stock Level,7777.1853,23/04/2021 15:56,,
22/04/2021 15:00,22/04/2021,LNG Stock Level,7507.3729,22/04/2021 15:56,,
21/04/2021 15:00,21/04/2021,LNG Stock Level,7467.9118,21/04/2021 15:56,,
20/04/2021 15:00,20/04/2021,LNG Stock Level,6320.3617,20/04/2021 15:56,,
19/04/2021 15:00,19/04/2021,LNG Stock Level,5283.6347,19/04/2021 15:56,,
18/04/2021 15:00,18/04/2021,LNG Stock Level,6197.6362,18/04/2021 15:56,,
17/04/2021 15:00,17/04/2021,LNG Stock Level,5979.1314,17/04/2021 15:56,,
16/04/2021 15:00,16/04/2021,LNG Stock Level,5439.1309,16/04/2021 15:56,,
15/04/2021 15:00,15/04/2021,LNG Stock Level,5182.1969,15/04/2021 15:56,,
14/04/2021 15:00,14/04/2021,LNG Stock Level,4453.4141,14/04/2021 15:56,,
13/04/2021 15:00,13/04/2021,LNG Stock Level,6006.4446,13/04/2021 15:56,,
12/04/2021 15:00,12/04/2021,LNG Stock Level,6576.95,12/04/2021 15:56,,
11/04/2021 15:00,11/04/2021,LNG Stock Level,6312.2896,11/04/2021 15:56,,
10/04/2021 15:00,10/04/2021,LNG Stock Level,5773.3237,10/04/2021 15:56,,
09/04/2021 15:00,09/04/2021,LNG Stock Level,5190.7062,09/04/2021 15:56,,
08/04/2021 15:00,08/04/2021,LNG Stock Level,4569.9077,08/04/2021 15:56,,
07/04/2021 15:00,07/04/2021,LNG Stock Level,4643.5529,07/04/2021 15:56,,
06/04/2021 15:00,06/04/2021,LNG Stock Level,5312.3878,06/04/2021 15:56,,
05/04/2021 15:00,05/04/2021,LNG Stock Level,5984.1448,05/04/2021 15:56,,
04/04/2021 15:00,04/04/2021,LNG Stock Level,6640.4411,04/04/2021 15:56,,
03/04/2021 15:00,03/04/2021,LNG Stock Level,7218.6993,03/04/2021 15:56,,
02/04/2021 15:00,02/04/2021,LNG Stock Level,7988.5442,02/04/2021 15:56,,
01/04/2021 15:00,01/04/2021,LNG Stock Level,8646.7569,01/04/2021 15:56,,
31/03/2021 15:00,31/03/2021,LNG Stock Level,9397.9117,31/03/2021 15:56,,
30/03/2021 15:00,30/03/2021,LNG Stock Level,8273.3042,30/03/2021 15:56,,
29/03/2021 15:00,29/03/2021,LNG Stock Level,8304.2737,29/03/2021 15:56,,
28/03/2021 15:00,28/03/2021,LNG Stock Level,8470.1457,28/03/2021 15:56,,
27/03/2021 15:00,27/03/2021,LNG Stock Level,8888.6044,27/03/2021 15:56,,
26/03/2021 15:00,26/03/2021,LNG Stock Level,8058.3805,26/03/2021 15:56,,
25/03/2021 15:00,25/03/2021,LNG Stock Level,8953.7955,25/03/2021 15:56,,
24/03/2021 15:00,24/03/2021,LNG Stock Level,9218.9636,24/03/2021 15:56,,
23/03/2021 15:00,23/03/2021,LNG Stock Level,7737.9548,23/03/2021 15:56,,
22/03/2021 15:00,22/03/2021,LNG Stock Level,8042.0398,22/03/2021 15:56,,
21/03/2021 15:00,21/03/2021,LNG Stock Level,7653.3205,21/03/2021 15:56,,
20/03/2021 15:00,20/03/2021,LNG Stock Level,8227.3885,20/03/2021 15:56,,
19/03/2021 15:00,19/03/2021,LNG Stock Level,6981.9938,19/03/2021 15:56,,
18/03/2021 15:00,18/03/2021,LNG Stock Level,7390.1511,18/03/2021 15:56,,
17/03/2021 15:00,17/03/2021,LNG Stock Level,7054.5263,17/03/2021 15:56,,
16/03/2021 15:00,16/03/2021,LNG Stock Level,5240.8317,16/03/2021 15:56,,
15/03/2021 15:00,15/03/2021,LNG Stock Level,4019.2278,15/03/2021 15:56,,
14/03/2021 15:00,14/03/2021,LNG Stock Level,3231.8365,14/03/2021 15:56,,
13/03/2021 15:00,13/03/2021,LNG Stock Level,3913.5302,13/03/2021 15:56,,
12/03/2021 15:00,12/03/2021,LNG Stock Level,4720.3572,12/03/2021 15:56,,
11/03/2021 15:00,11/03/2021,LNG Stock Level,5413.8049,11/03/2021 15:56,,
10/03/2021 15:00,10/03/2021,LNG Stock Level,5888.9739,10/03/2021 15:56,,
09/03/2021 15:00,09/03/2021,LNG Stock Level,5747.4655,09/03/2021 15:56,,
08/03/2021 15:00,08/03/2021,LNG Stock Level,4737.621,08/03/2021 15:56,,
07/03/2021 15:00,07/03/2021,LNG Stock Level,5172.4071,07/03/2021 15:56,,
06/03/2021 15:00,06/03/2021,LNG Stock Level,4209.127,06/03/2021 15:56,,
05/03/2021 15:00,05/03/2021,LNG Stock Level,5130.4749,05/03/2021 15:56,,
04/03/2021 15:00,04/03/2021,LNG Stock Level,4855.6913,04/03/2021 15:56,,
03/03/2021 15:00,03/03/2021,LNG Stock Level,5824.3411,03/03/2021 15:56,,
02/03/2021 15:00,02/03/2021,LNG Stock Level,5877.9715,02/03/2021 15:56,,
01/03/2021 15:00,01/03/2021,LNG Stock Level,6530.623,01/03/2021 15:56,,
28/02/2021 15:00,28/02/2021,LNG Stock Level,5720.9104,28/02/2021 15:56,,
27/02/2021 15:00,27/02/2021,LNG Stock Level,5690.3248,27/02/2021 15:56,,
26/02/2021 15:00,26/02/2021,LNG Stock Level,6253.3672,26/02/2021 15:56,,
25/02/2021 15:00,25/02/2021,LNG Stock Level,5033.4521,25/02/2021 15:56,,
24/02/2021 15:00,24/02/2021,LNG Stock Level,5727.8108,24/02/2021 15:56,,
23/02/2021 15:00,23/02/2021,LNG Stock Level,6369.5999,23/02/2021 15:56,,
22/02/2021 15:00,22/02/2021,LNG Stock Level,6678.5013,22/02/2021 15:56,,
21/02/2021 15:00,21/02/2021,LNG Stock Level,5121.7054,21/02/2021 15:56,,
20/02/2021 15:00,20/02/2021,LNG Stock Level,5625.7788,20/02/2021 15:56,,
19/02/2021 15:00,19/02/2021,LNG Stock Level,6140.7076,19/02/2021 15:56,,
18/02/2021 15:00,18/02/2021,LNG Stock Level,6842.99,18/02/2021 15:56,,
17/02/2021 15:00,17/02/2021,LNG Stock Level,4742.2911,17/02/2021 15:56,,
16/02/2021 15:00,16/02/2021,LNG Stock Level,5468.651,16/02/2021 15:56,,
15/02/2021 15:00,15/02/2021,LNG Stock Level,4246.1909,15/02/2021 15:56,,
14/02/2021 15:00,14/02/2021,LNG Stock Level,5376.5346,14/02/2021 15:56,,
13/02/2021 15:00,13/02/2021,LNG Stock Level,5713.2765,13/02/2021 15:56,,
12/02/2021 15:00,12/02/2021,LNG Stock Level,6173.2285,12/02/2021 15:56,,
11/02/2021 15:00,11/02/2021,LNG Stock Level,6842.9781,11/02/2021 15:56,,
10/02/2021 15:00,10/02/2021,LNG Stock Level,5694.3543,10/02/2021 15:56,,
09/02/2021 15:00,09/02/2021,LNG Stock Level,6581.511,09/02/2021 15:56,,
08/02/2021 15:00,08/02/2021,LNG Stock Level,7638.2625,08/02/2021 15:56,,
07/02/2021 15:00,07/02/2021,LNG Stock Level,7927.98,07/02/2021 15:56,,
06/02/2021 15:00,06/02/2021,LNG Stock Level,7780.3125,06/02/2021 15:56,,
05/02/2021 15:00,05/02/2021,LNG Stock Level,7146.9077,05/02/2021 15:56,,
04/02/2021 15:00,04/02/2021,LNG Stock Level,7581.0013,04/02/2021 15:56,,
03/02/2021 15:00,03/02/2021,LNG Stock Level,7387.8688,03/02/2021 15:56,,
02/02/2021 15:00,02/02/2021,LNG Stock Level,6980.6113,02/02/2021 15:56,,
01/02/2021 15:00,01/02/2021,LNG Stock Level,7533.8387,01/02/2021 15:56,,
31/01/2021 15:00,31/01/2021,LNG Stock Level,8040.5329,31/01/2021 15:56,,
30/01/2021 15:00,30/01/2021,LNG Stock Level,7270.3449,30/01/2021 15:56,,
29/01/2021 15:00,29/01/2021,LNG Stock Level,7568.4364,29/01/2021 15:56,,
28/01/2021 15:00,28/01/2021,LNG Stock Level,7887.5583,28/01/2021 15:56,,
27/01/2021 15:00,27/01/2021,LNG Stock Level,8225.5936,27/01/2021 15:56,,
26/01/2021 15:00,26/01/2021,LNG Stock Level,8724.0278,26/01/2021 15:56,,
25/01/2021 15:00,25/01/2021,LNG Stock Level,7323.0913,25/01/2021 15:56,,
24/01/2021 15:00,24/01/2021,LNG Stock Level,7801.8936,24/01/2021 15:56,,
23/01/2021 15:00,23/01/2021,LNG Stock Level,8268.215,23/01/2021 15:56,,
22/01/2021 15:00,22/01/2021,LNG Stock Level,7718.4034,22/01/2021 15:56,,
21/01/2021 15:00,21/01/2021,LNG Stock Level,7897.5132,21/01/2021 15:56,,
20/01/2021 15:00,20/01/2021,LNG Stock Level,8192.1033,20/01/2021 15:56,,
19/01/2021 15:00,19/01/2021,LNG Stock Level,8404.3521,19/01/2021 15:56,,
18/01/2021 15:00,18/01/2021,LNG Stock Level,8649.7149,18/01/2021 15:56,,
17/01/2021 15:00,17/01/2021,LNG Stock Level,8882.3448,17/01/2021 15:56,,
16/01/2021 15:00,16/01/2021,LNG Stock Level,9115.7265,16/01/2021 15:56,,
15/01/2021 15:00,15/01/2021,LNG Stock Level,9301.5046,15/01/2021 15:56,,
14/01/2021 15:00,14/01/2021,LNG Stock Level,9575.5138,14/01/2021 15:56,,
13/01/2021 15:00,13/01/2021,LNG Stock Level,9764.8206,13/01/2021 15:56,,
12/01/2021 15:00,12/01/2021,LNG Stock Level,9089.7747,12/01/2021 15:56,,
11/01/2021 15:00,11/01/2021,LNG Stock Level,9143.4725,11/01/2021 15:56,,
10/01/2021 15:00,10/01/2021,LNG Stock Level,9394.1915,10/01/2021 15:56,,
09/01/2021 15:00,09/01/2021,LNG Stock Level,9695.4072,09/01/2021 15:56,,
08/01/2021 15:00,08/01/2021,LNG Stock Level,10342.3066,08/01/2021 15:56,,
07/01/2021 15:00,07/01/2021,LNG Stock Level,10316.7271,07/01/2021 15:56,,
06/01/2021 15:00,06/01/2021,LNG Stock Level,10424.2002,06/01/2021 15:56,,
05/01/2021 15:00,05/01/2021,LNG Stock Level,10815.8883,05/01/2021 15:56,,
04/01/2021 15:00,04/01/2021,LNG Stock Level,11284.817,04/01/2021 15:56,,
03/01/2021 15:00,03/01/2021,LNG Stock Level,10473.0141,03/01/2021 15:56,,
02/01/2021 15:00,02/01/2021,LNG Stock Level,10626.3264,02/01/2021 15:56,,
01/01/2021 15:00,01/01/2021,LNG Stock Level,10062.2833,01/01/2021 15:56,,
